dt_iso,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,snow_1h,clouds_all,leftovers
2017-01-01 0:00:00,256.73,1018,81,2,160,0,0,20,0
2017-01-01 1:00:00,257.02,1018,81,2,160,0,0,20,0
2017-01-01 2:00:00,260.24,1017,75,3.9,198,0,0,50,0
2017-01-01 3:00:00,259.85,1017,68,3,210,0,0,63,0
2017-01-01 4:00:00,259.72,1017,68,3,210,0,0,76,0
2017-01-01 5:00:00,261.52,1016,69,2.98,195,0,0,86,0
2017-01-01 6:00:00,261.75,1017,64,2,200,0,0,1,0
2017-01-01 7:00:00,261.79,1017,64,2,200,0,0,1,0
2017-01-01 8:00:00,256.94,1017,84,2.12,193,0,0,51,0
2017-01-01 9:00:00,255.81,1017,82,1,170,0,0,1,0
2017-01-01 10:00:00,254.11,1017,82,1,170,0,0,1,0
2017-01-01 11:00:00,254.58,1016,83,2.22,191,0,0,4,0
2017-01-01 12:00:00,253.95,1017,80,0,0,0,0,1,0
2017-01-01 13:00:00,254.05,1017,80,0,0,0,0,1,0
2017-01-01 14:00:00,253.91,1016,86,2.38,183,0,0,3,0
2017-01-01 15:00:00,252.45,1016,78,0,0,0,0,1,0
2017-01-01 16:00:00,252.65,1016,78,0,0,0,0,1,0
2017-01-01 17:00:00,252.22,1016,88,2.48,185,0,0,13,0
2017-01-01 18:00:00,250.83,1016,76,0,0,0,0,20,0
2017-01-01 19:00:00,250.62,1016,76,0,0,0,0,20,0
2017-01-01 20:00:00,251.58,1015,88,2.18,182,0,0,27,0
2017-01-01 21:00:00,252.17,1015,78,0,0,0,0,90,0
2017-01-01 22:00:00,251.52,1015,78,0,0,0,0,90,0
2017-01-01 23:00:00,252.6,1015,89,2.4,188,0,0,65,0
2017-01-02 0:00:00,253.15,1016,81,0,0,0,0,90,0
2017-01-02 1:00:00,253.46,1016,81,0,0,0,0,90,0
2017-01-02 2:00:00,259.09,1015,82,1.73,179,0,0,76,0
2017-01-02 3:00:00,258.63,1015,84,1,210,0,0,90,0
2017-01-02 4:00:00,258.38,1015,84,1,210,0,0,90,0
2017-01-02 5:00:00,260.29,1015,77,1.42,186,0,0,85,0
2017-01-02 6:00:00,260.06,1015,78,1,240,0,0,40,0
2017-01-02 7:00:00,260.11,1015,78,1,240,0,0,40,0
2017-01-02 8:00:00,255.14,1017,87,1.57,198,0,0,83,0
2017-01-02 9:00:00,254.9,1017,82,0,0,0,0,1,0
2017-01-02 10:00:00,253.67,1017,82,0,0,0,0,1,0
2017-01-02 11:00:00,253.01,1017,88,2.04,231,0,0,7,0
2017-01-02 12:00:00,252.45,1017,78,0,0,0,0,1,0
2017-01-02 13:00:00,251.91,1017,78,0,0,0,0,1,0
2017-01-02 14:00:00,248.61,1017,93,2.37,188,0,0,11,0
2017-01-02 15:00:00,248.47,1018,76,1,140,0,0,1,0
2017-01-02 16:00:00,248.65,1018,76,1,140,0,0,1,0
2017-01-02 17:00:00,249.54,1018,89,2.31,187,0,0,47,0
2017-01-02 18:00:00,249.74,1018,75,0,0,0,0,90,0
2017-01-02 19:00:00,249.9,1018,75,0,0,0,0,90,0
2017-01-02 20:00:00,249.92,1018,85,2.53,178,0,0,92,0
2017-01-02 21:00:00,250.58,1018,78,0,0,0,0,90,0
2017-01-02 22:00:00,250.62,1018,78,0,0,0,0,90,0
2017-01-02 23:00:00,250.8,1019,85,2.48,179,0,0,99,0
2017-01-03 0:00:00,251.16,1019,79,1,160,0,0,90,0
2017-01-03 1:00:00,252.3,1019,79,1,160,0,0,90,0
2017-01-03 2:00:00,256.6,1018,80,2.79,187,0,0,100,0
2017-01-03 3:00:00,256.23,1018,82,2,180,0,0,90,0
2017-01-03 4:00:00,255.82,1018,82,2,180,0,0,90,0
2017-01-03 5:00:00,257.54,1018,77,2.54,189,0,0,100,0
2017-01-03 6:00:00,257.66,1017,79,1,160,0,0,90,0
2017-01-03 7:00:00,257.74,1017,79,1,160,0,0,90,0
2017-01-03 8:00:00,250.79,1018,89,1.85,206,0,0,92,0
2017-01-03 9:00:00,251.46,1018,83,0,0,0,0,1,0
2017-01-03 10:00:00,249.31,1018,83,0,0,0,0,1,0
2017-01-03 11:00:00,249.28,1019,88,2.14,195,0,0,76,0
2017-01-03 12:00:00,249.28,1018,77,0,0,0,0,1,0
2017-01-03 13:00:00,249.89,1018,77,0,0,0,0,1,0
2017-01-03 14:00:00,249.35,1019,88,1.87,176,0,0,83,0
2017-01-03 15:00:00,249.38,1019,76,0,0,0,0,1,0
2017-01-03 16:00:00,249.9,1019,76,0,0,0,0,1,0
2017-01-03 17:00:00,249.28,1020,88,0.95,161,0,0,86,0
2017-01-03 18:00:00,249.4,1019,74,0,0,0,0,20,0
2017-01-03 19:00:00,248.96,1019,74,0,0,0,0,20,0
2017-01-03 20:00:00,248.59,1020,92,0.37,81,0,0,99,0
2017-01-03 21:00:00,248.31,1020,74,0,0,0,0,20,0
2017-01-03 22:00:00,249.34,1020,74,0,0,0,0,20,0
2017-01-03 23:00:00,248.92,1021,86,0.88,22,0,0,100,0
2017-01-04 0:00:00,248.72,1022,76,0,0,0,0,85,0
2017-01-04 1:00:00,249.36,1022,76,0,0,0,0,89,0
2017-01-04 2:00:00,254.51,1023,79,0.59,73,0,0,95,0
2017-01-04 3:00:00,254.83,1022,76,1,50,0,0,20,0
2017-01-04 4:00:00,254.83,1022,76,1,50,0,0,20,0
2017-01-04 5:00:00,256.45,1023,76,0.52,158,0,0,95,0
2017-01-04 6:00:00,256.98,1023,71,1,60,0,0,20,0
2017-01-04 7:00:00,256.85,1023,71,1,60,0,0,20,0
2017-01-04 8:00:00,251.22,1025,87,1.42,181,0,0,96,0
2017-01-04 9:00:00,251.36,1025,82,1,210,0,0,20,0
2017-01-04 10:00:00,250.16,1025,82,1,210,0,0,20,0
2017-01-04 11:00:00,249.71,1027,82,1.19,200,0,0,88,0
2017-01-04 12:00:00,250.53,1027,77,1,230,0,0,20,0
2017-01-04 13:00:00,250.49,1027,77,1,230,0,0,20,0
2017-01-04 14:00:00,248.89,1028,82,1.61,193,0,0,83,0
2017-01-04 15:00:00,248.31,1028,76,0,0,0,0,20,0
2017-01-04 16:00:00,247.89,1028,76,0,0,0,0,20,0
2017-01-04 17:00:00,246.19,1030,83,1.87,181,0,0,12,0
2017-01-04 18:00:00,246.33,1030,74,1,220,0,0,1,0
2017-01-04 19:00:00,245.09,1030,74,1,220,0,0,1,0
2017-01-04 20:00:00,244.89,1031,82,1.91,171,0,0,37,0
2017-01-04 21:00:00,246.18,1031,76,0,0,0,0,90,0
2017-01-04 22:00:00,245.84,1031,76,0,0,0,0,90,0
2017-01-04 23:00:00,246.02,1032,81,2.13,167,0,0,81,0
2017-01-05 0:00:00,247.26,1033,78,1,160,0,0,90,0
2017-01-05 1:00:00,247.71,1033,78,1,160,0,0,90,0
2017-01-05 2:00:00,253.1,1032,77,2.67,177,0,0,86,0
2017-01-05 3:00:00,253.23,1032,80,2,220,0,0,90,0
2017-01-05 4:00:00,252.93,1032,80,2,220,0,0,90,0
2017-01-05 5:00:00,254.43,1031,76,3.48,189,0,0,100,0
2017-01-05 6:00:00,254.97,1030,78,2,220,0,0,90,0
2017-01-05 7:00:00,255.75,1030,78,2,220,0,0,90,0
2017-01-05 8:00:00,252.42,1030,83,3.67,193,0,0,95,0
2017-01-05 9:00:00,252.92,1030,81,3,170,0,0,90,0
2017-01-05 10:00:00,251.25,1030,81,3,170,0,0,90,0
2017-01-05 11:00:00,251.13,1029,82,4.3,188,0,0,48,0
2017-01-05 12:00:00,251.69,1029,80,4,170,0,0,20,0
2017-01-05 13:00:00,251.93,1029,80,4,170,0,0,20,0
2017-01-05 14:00:00,251.03,1028,82,3.96,189,0,0,20,0
2017-01-05 15:00:00,251.33,1027,80,3,170,0,0,1,0
2017-01-05 16:00:00,251.42,1027,80,3,170,0,0,1,0
2017-01-05 17:00:00,250.83,1027,82,3.84,187,0,0,5,0
2017-01-05 18:00:00,250.47,1026,79,1,250,0,0,1,0
2017-01-05 19:00:00,250.71,1026,79,1,250,0,0,1,0
2017-01-05 20:00:00,251.35,1025,81,3.69,188,0,0,10,0
2017-01-05 21:00:00,250.95,1026,76,1,230,0,0,1,0
2017-01-05 22:00:00,251.03,1026,76,1,230,0,0,1,0
2017-01-05 23:00:00,251.94,1025,81,3.78,188,0,0,77,0
2017-01-06 0:00:00,251.83,1025,76,0,0,0,0,90,0
2017-01-06 1:00:00,251.67,1025,76,0,0,0,0,90,0
2017-01-06 2:00:00,257.46,1024,76,4.19,196,0,0,74,0
2017-01-06 3:00:00,256.98,1023,74,2,180,0,0,20,0
2017-01-06 4:00:00,256.65,1023,74,2,180,0,0,20,0
2017-01-06 5:00:00,258.81,1021,73,4.21,196,0,0,98,0
2017-01-06 6:00:00,258.98,1021,73,4,160,0,0,20,0
2017-01-06 7:00:00,259.52,1021,73,4,160,0,0,20,0
2017-01-06 8:00:00,256.14,1021,82,3.94,197,0,0,92,0
2017-01-06 9:00:00,256.4,1020,79,4,160,0,0,20,0
2017-01-06 10:00:00,256.48,1020,79,4,160,0,0,20,0
2017-01-06 11:00:00,256.88,1019,82,4.13,195,0,0,97,0
2017-01-06 12:00:00,257.09,1018,79,4,170,0,0,1,0
2017-01-06 13:00:00,257.5,1018,79,4,170,0,0,1,0
2017-01-06 14:00:00,259.21,1018,83,4.07,194,0,0,100,0
2017-01-06 15:00:00,258.93,1017,78,2,200,0,0.13,90,0.13
2017-01-06 16:00:00,259.04,1017,78,2,200,0,0.17,90,0.17
2017-01-06 17:00:00,259.42,1017,83,3.22,196,0,0.18,100,0.18
2017-01-06 18:00:00,259.06,1017,84,1,270,0,0.16,90,0.16
2017-01-06 19:00:00,259.29,1017,84,1,270,0,0.12,90,0.12
2017-01-06 20:00:00,259.4,1018,86,1.76,199,0,0,99,0
2017-01-06 21:00:00,259.58,1019,83,0,0,0,0,90,0
2017-01-06 22:00:00,258.65,1019,83,0,0,0,0,90,0
2017-01-06 23:00:00,259.76,1020,87,0.71,357,0,0,71,0
2017-01-07 0:00:00,258.02,1021,84,1,20,0,0,20,0
2017-01-07 1:00:00,257.87,1021,84,1,20,0,0,20,0
2017-01-07 2:00:00,262.91,1022,74,1.62,16,0,0,82,0
2017-01-07 3:00:00,262.15,1022,67,2,10,0,0,1,0
2017-01-07 4:00:00,262.04,1022,67,2,10,0,0,1,0
2017-01-07 5:00:00,263.38,1023,68,0.22,353,0,0,58,0
2017-01-07 6:00:00,262.85,1023,64,1,190,0,0,1,0
2017-01-07 7:00:00,262.34,1023,64,1,190,0,0,1,0
2017-01-07 8:00:00,258.18,1024,83,2.47,197,0,0,3,0
2017-01-07 9:00:00,257.82,1024,82,2,160,0,0,1,0
2017-01-07 10:00:00,255.7,1024,82,2,160,0,0,1,0
2017-01-07 11:00:00,256.01,1025,86,3.46,200,0,0,44,0
2017-01-07 12:00:00,255.33,1024,83,1,220,0,0,1,0
2017-01-07 13:00:00,255.43,1024,83,1,220,0,0,1,0
2017-01-07 14:00:00,254.72,1025,87,3.75,187,0,0,59,0
2017-01-07 15:00:00,254.2,1024,82,2,250,0,0,1,0
2017-01-07 16:00:00,254.55,1024,82,2,250,0,0,1,0
2017-01-07 17:00:00,255.08,1024,86,3.88,190,0,0,52,0
2017-01-07 18:00:00,254.43,1024,81,1,270,0,0,1,0
2017-01-07 19:00:00,254.34,1024,81,1,270,0,0,1,0
2017-01-07 20:00:00,255.05,1023,86,3.94,189,0,0,88,0
2017-01-07 21:00:00,255.32,1022,82,4,170,0,0,1,0
2017-01-07 22:00:00,256.37,1022,82,4,170,0,0,1,0
2017-01-07 23:00:00,255.72,1022,86,4.52,190,0,0,98,0
2017-01-08 0:00:00,256.37,1021,82,5,170,0,0,75,0
2017-01-08 1:00:00,256.45,1021,82,5,170,0,0,75,0
2017-01-08 2:00:00,258.93,1020,79,4.77,192,0,0,96,0
2017-01-08 3:00:00,258.94,1018,75,4,190,0,0,90,0
2017-01-08 4:00:00,258.82,1018,75,4,190,0,0,90,0
2017-01-08 5:00:00,260.38,1016,73,4.86,197,0,0,96,0
2017-01-08 6:00:00,260.87,1015,71,4,180,0,0,90,0
2017-01-08 7:00:00,261.6,1015,71,4,180,0,0,90,0
2017-01-08 8:00:00,259.12,1015,81,4.16,198,0,0,99,0
2017-01-08 9:00:00,259.55,1013,75,3,180,0,0,40,0
2017-01-08 10:00:00,258.27,1013,75,3,180,0,0,40,0
2017-01-08 11:00:00,258.46,1013,83,4.02,195,0,0,99,0
2017-01-08 12:00:00,258.64,1012,80,2,160,0,0,40,0
2017-01-08 13:00:00,258.86,1012,80,2,160,0,0,40,0
2017-01-08 14:00:00,258.01,1011,86,3.47,187,0,0,99,0
2017-01-08 15:00:00,257.65,1010,81,1,210,0,0,40,0
2017-01-08 16:00:00,257.64,1010,81,1,210,0,0,40,0
2017-01-08 17:00:00,257.35,1009,85,2.48,181,0,0,100,0
2017-01-08 18:00:00,257.51,1008,81,1,270,0,0,90,0
2017-01-08 19:00:00,257.69,1008,81,1,270,0,0,90,0
2017-01-08 20:00:00,258.19,1007,87,1.41,170,0,0,100,0
2017-01-08 21:00:00,258.37,1006,81,0,0,0,0.16,40,0.16
2017-01-08 22:00:00,259.1,1006,81,0,0,0,0.2,40,0.2
2017-01-08 23:00:00,258.7,1006,88,0.43,100,0,0.2,100,0.2
2017-01-09 0:00:00,258.76,1005,79,0,0,0,0.22,40,0.22
2017-01-09 1:00:00,258.23,1005,79,0,0,0,0.25,40,0.25
2017-01-09 2:00:00,261.21,1003,83,0.6,81,0,0.25,100,0.25
2017-01-09 3:00:00,260.95,1002,75,1,20,0,0.22,90,0.22
2017-01-09 4:00:00,260.97,1002,75,1,20,0,0.23,90,0.23
2017-01-09 5:00:00,261.88,1001,82,0.44,35,0,0.24,100,0.24
2017-01-09 6:00:00,261.53,1001,78,3,340,0,0.23,90,0.23
2017-01-09 7:00:00,261.42,1001,78,3,340,0,0.23,90,0.23
2017-01-09 8:00:00,261.22,1001,84,1.94,350,0,0.23,100,0.23
2017-01-09 9:00:00,260.55,1002,81,3,360,0,0.23,90,0.23
2017-01-09 10:00:00,259.82,1002,81,3,360,0,0.21,90,0.21
2017-01-09 11:00:00,260.28,1002,83,2.47,358,0,0.18,100,0.18
2017-01-09 12:00:00,260.25,1002,84,2,20,0,0.14,90,0.14
2017-01-09 13:00:00,260.57,1002,84,2,20,0,0.12,90,0.12
2017-01-09 14:00:00,259.67,1002,80,2.62,348,0,0,100,0
2017-01-09 15:00:00,259.81,1002,84,2,350,0,0,90,0
2017-01-09 16:00:00,259.93,1002,84,2,350,0,0,90,0
2017-01-09 17:00:00,258.52,1003,74,2.85,345,0,0,99,0
2017-01-09 18:00:00,258.12,1004,81,3,360,0,0,90,0
2017-01-09 19:00:00,258.11,1004,81,3,360,0,0.1,90,0.1
2017-01-09 20:00:00,257.31,1004,75,1.49,345,0,0,99,0
2017-01-09 21:00:00,256.81,1005,80,1,50,0,0,90,0
2017-01-09 22:00:00,255.72,1005,80,1,50,0,0,90,0
2017-01-09 23:00:00,256.35,1006,73,1.09,300,0,0.11,99,0.11
2017-01-10 0:00:00,255.03,1007,80,2,180,0,0.12,90,0.12
2017-01-10 1:00:00,254.72,1007,80,2,180,0,0.14,90,0.14
2017-01-10 2:00:00,257.35,1007,67,1.65,319,0,0.13,99,0.13
2017-01-10 3:00:00,256.05,1007,79,3,190,0,0.1,90,0.1
2017-01-10 4:00:00,255.89,1007,79,3,190,0,0,90,0
2017-01-10 5:00:00,256.86,1007,63,1.65,329,0,0,96,0
2017-01-10 6:00:00,255.77,1008,75,2,190,0,0,40,0
2017-01-10 7:00:00,255.75,1008,75,2,190,0,0,40,0
2017-01-10 8:00:00,254.43,1009,74,1.12,290,0,0,94,0
2017-01-10 9:00:00,254.09,1009,78,2,180,0,0,90,0
2017-01-10 10:00:00,252.97,1009,78,2,180,0,0,90,0
2017-01-10 11:00:00,253.67,1009,78,1.26,266,0,0,98,0
2017-01-10 12:00:00,253.41,1009,79,3,170,0,0,90,0
2017-01-10 13:00:00,253.37,1009,79,3,170,0,0,90,0
2017-01-10 14:00:00,252.29,1009,80,2.3,209,0,0,100,0
2017-01-10 15:00:00,251.82,1008,78,4,160,0,0,90,0
2017-01-10 16:00:00,251.62,1008,78,4,160,0,0,90,0
2017-01-10 17:00:00,250.56,1008,80,3.32,199,0,0,100,0
2017-01-10 18:00:00,250.25,1007,77,3,170,0,0,90,0
2017-01-10 19:00:00,250.28,1007,77,3,170,0,0,90,0
2017-01-10 20:00:00,249.35,1007,80,3.96,198,0,0,100,0
2017-01-10 21:00:00,249.36,1007,77,4,180,0,0,20,0
2017-01-10 22:00:00,249.29,1007,77,4,180,0,0,20,0
2017-01-10 23:00:00,249.26,1008,77,4.39,194,0,0,100,0
2017-01-11 0:00:00,248.66,1008,75,5,190,0,0,40,0
2017-01-11 1:00:00,247.88,1008,75,5,190,0,0,40,0
2017-01-11 2:00:00,250.37,1008,69,4.2,199,0,0,100,0
2017-01-11 3:00:00,249.86,1008,73,4,200,0,0,40,0
2017-01-11 4:00:00,249.56,1008,73,4,200,0,0,40,0
2017-01-11 5:00:00,249.91,1007,68,3.83,207,0,0,100,0
2017-01-11 6:00:00,249.77,1008,71,4,190,0,0,90,0
2017-01-11 7:00:00,249.79,1008,71,4,190,0,0,90,0
2017-01-11 8:00:00,248.57,1007,75,3.56,206,0,0,37,0
2017-01-11 9:00:00,248.02,1007,74,4,170,0,0,1,0
2017-01-11 10:00:00,248.46,1007,74,4,170,0,0,1,0
2017-01-11 11:00:00,248.94,1006,77,3.64,211,0,0,100,0
2017-01-11 12:00:00,249.09,1004,76,3,170,0,0,1,0
2017-01-11 13:00:00,249.16,1004,76,3,170,0,0,1,0
2017-01-11 14:00:00,250.26,1001,77,4.49,213,0,0.14,100,0.14
2017-01-11 15:00:00,250.01,999,76,4,170,0,0.2,90,0.2
2017-01-11 16:00:00,250.13,999,76,4,170,0,0.27,90,0.27
2017-01-11 17:00:00,250.66,996,75,5.81,209,0,0.31,100,0.31
2017-01-11 18:00:00,250.97,993,78,5,160,0,0.36,90,0.36
2017-01-11 19:00:00,251.06,993,78,5,160,0,0.43,90,0.43
2017-01-11 20:00:00,250.25,990,76,6.92,207,0,0.49,100,0.49
2017-01-11 21:00:00,251.2,989,79,6,180,0,0.54,90,0.54
2017-01-11 22:00:00,251.41,989,79,6,180,0,0.53,90,0.53
2017-01-11 23:00:00,250.19,991,79,6.11,201,0,0.45,100,0.45
2017-01-12 0:00:00,251.35,991,79,7,190,0,0.38,90,0.38
2017-01-12 1:00:00,251.26,991,79,7,190,0,0.32,90,0.32
2017-01-12 2:00:00,251.72,992,77,5.79,196,0,0.29,100,0.29
2017-01-12 3:00:00,251.47,995,79,5,160,0,0.23,90,0.23
2017-01-12 4:00:00,251.64,995,79,5,160,0,0.16,90,0.16
2017-01-12 5:00:00,252.01,995,76,3.69,186,0,0.11,100,0.11
2017-01-12 6:00:00,252.26,1000,78,3,140,0,0,20,0
2017-01-12 7:00:00,252.48,1000,78,3,140,0,0.11,20,0.11
2017-01-12 8:00:00,251.4,1000,84,2.24,175,0,0,100,0
2017-01-12 9:00:00,251.35,1003,80,1,150,0,0,20,0
2017-01-12 10:00:00,250.79,1003,80,1,150,0,0,20,0
2017-01-12 11:00:00,250.74,1004,82,1.64,152,0,0,100,0
2017-01-12 12:00:00,251.18,1005,80,1,140,0,0,90,0
2017-01-12 13:00:00,251.28,1005,80,1,140,0,0,90,0
2017-01-12 14:00:00,249.87,1005,80,1.01,94,0,0,100,0
2017-01-12 15:00:00,249.99,1007,78,0,0,0,0,90,0
2017-01-12 16:00:00,249.77,1007,78,0,0,0,0,90,0
2017-01-12 17:00:00,249.31,1007,80,1.54,45,0,0,98,0
2017-01-12 18:00:00,249.73,1009,79,1,40,0,0,90,0
2017-01-12 19:00:00,249.84,1009,79,1,40,0,0,90,0
2017-01-12 20:00:00,248.92,1008,82,1.56,28,0,0,99,0
2017-01-12 21:00:00,249.23,1009,79,1,40,0,0,90,0
2017-01-12 22:00:00,249.82,1009,79,1,40,0,0,90,0
2017-01-12 23:00:00,249.48,1010,79,1.76,59,0,0,99,0
2017-01-13 0:00:00,249.77,1011,79,0,0,0,0,40,0
2017-01-13 1:00:00,249.57,1011,79,0,0,0,0,40,0
2017-01-13 2:00:00,253.06,1010,76,1.02,64,0,0,100,0
2017-01-13 3:00:00,253.54,1011,81,2,60,0,0,90,0
2017-01-13 4:00:00,253.57,1011,81,2,60,0,0.1,90,0.1
2017-01-13 5:00:00,255.47,1011,78,1.8,35,0,0.1,98,0.1
2017-01-13 6:00:00,256,1012,82,1,250,0,0.1,90,0.1
2017-01-13 7:00:00,256.49,1012,82,1,250,0,0,90,0
2017-01-13 8:00:00,255.58,1013,84,1.43,42,0,0,93,0
2017-01-13 9:00:00,255.88,1014,83,2,30,0,0,90,0
2017-01-13 10:00:00,256.26,1014,83,2,30,0,0,90,0
2017-01-13 11:00:00,256.32,1014,83,1.17,8,0,0,99,0
2017-01-13 12:00:00,257.87,1015,84,3,30,0,0,90,0
2017-01-13 13:00:00,258.29,1015,84,3,30,0,0,90,0
2017-01-13 14:00:00,260.62,1013,83,4.35,354,0,0,97,0
2017-01-13 15:00:00,261.36,1013,81,6,350,0,0,20,0
2017-01-13 16:00:00,261.25,1013,81,6,350,0,0,20,0
2017-01-13 17:00:00,263.58,1011,79,6.8,354,0,0,100,0
2017-01-13 18:00:00,263.64,1011,86,7,340,0,0,90,0
2017-01-13 19:00:00,263.73,1011,86,7,340,0,0,90,0
2017-01-13 20:00:00,264.83,1009,78,8.26,357,0,0,98,0
2017-01-13 21:00:00,265.06,1010,82,10,340,0,0,90,0
2017-01-13 22:00:00,266.2,1010,82,10,340,0,0.13,90,0.13
2017-01-13 23:00:00,266.26,1009,78,8.7,356,0,0.14,100,0.14
2017-01-14 0:00:00,266.24,1010,76,7,340,0,0,20,0
2017-01-14 1:00:00,266.05,1010,76,7,340,0,0.12,20,0.12
2017-01-14 2:00:00,267.63,1008,78,7,355,0,0.19,99,0.19
2017-01-14 3:00:00,268.02,1008,80,7,340,0,0.29,90,0.29
2017-01-14 4:00:00,268.63,1008,80,7,340,0,0.39,90,0.39
2017-01-14 5:00:00,269.11,1007,80,7.82,351,0,0.42,99,0.42
2017-01-14 6:00:00,268.95,1008,87,9,330,0,0.4,90,0.4
2017-01-14 7:00:00,269.02,1008,87,9,330,0,0.32,90,0.32
2017-01-14 8:00:00,267.5,1009,81,7.44,358,0,0.34,100,0.34
2017-01-14 9:00:00,267.48,1009,89,8,340,0,0.46,90,0.46
2017-01-14 10:00:00,267.33,1009,89,8,340,0,0.65,90,0.65
2017-01-14 11:00:00,266.89,1014,88,4.42,14,0,0.61,98,0.61
2017-01-14 12:00:00,266.73,1016,94,4,350,0,0.35,20,0.35
2017-01-14 13:00:00,265.69,1016,94,4,350,0,0.11,20,0.11
2017-01-14 14:00:00,264.16,1017,89,3.52,359,0,0,28,0
2017-01-14 15:00:00,264.07,1018,87,4,340,0,0,20,0
2017-01-14 16:00:00,264.32,1018,87,4,340,0,0,20,0
2017-01-14 17:00:00,264.27,1018,90,4.4,351,0,0,85,0
2017-01-14 18:00:00,264.52,1019,85,5,350,0,0,90,0
2017-01-14 19:00:00,265.24,1019,85,5,350,0,0,90,0
2017-01-14 20:00:00,266.34,1019,85,5.79,352,0,0,99,0
2017-01-14 21:00:00,266.18,1020,78,6,340,0,0.11,20,0.11
2017-01-14 22:00:00,266.78,1020,78,6,340,0,0.12,20,0.12
2017-01-14 23:00:00,266.49,1019,81,7.49,352,0,0,100,0
2017-01-15 0:00:00,266.13,1021,77,9,340,0,0,20,0
2017-01-15 1:00:00,266.46,1021,77,9,340,0,0,20,0
2017-01-15 2:00:00,267.45,1020,79,7.17,352,0,0,100,0
2017-01-15 3:00:00,267.55,1022,73,8,340,0,0,40,0
2017-01-15 4:00:00,267.59,1022,73,8,340,0,0,40,0
2017-01-15 5:00:00,268.03,1022,76,6.72,353,0,0,99,0
2017-01-15 6:00:00,267.97,1023,69,7,350,0,0,90,0
2017-01-15 7:00:00,267.88,1023,69,7,350,0,0,90,0
2017-01-15 8:00:00,266.56,1024,80,7.28,355,0,0,71,0
2017-01-15 9:00:00,267.09,1026,72,6,350,0,0,90,0
2017-01-15 10:00:00,265.95,1026,72,6,350,0,0,90,0
2017-01-15 11:00:00,265.77,1026,83,6.81,354,0,0,96,0
2017-01-15 12:00:00,266.25,1027,75,5,350,0,0,40,0
2017-01-15 13:00:00,266.61,1027,75,5,350,0,0,40,0
2017-01-15 14:00:00,266.02,1027,81,6.04,355,0,0,100,0
2017-01-15 15:00:00,265.82,1027,72,4,350,0,0,90,0
2017-01-15 16:00:00,265.56,1027,72,4,350,0,0,90,0
2017-01-15 17:00:00,264.59,1027,81,5.71,358,0,0,40,0
2017-01-15 18:00:00,264.2,1028,75,4,10,0,0,40,0
2017-01-15 19:00:00,264.08,1028,75,4,10,0,0,40,0
2017-01-15 20:00:00,263.6,1028,82,4.66,3,0,0,95,0
2017-01-15 21:00:00,263.22,1028,76,3,10,0,0,90,0
2017-01-15 22:00:00,263.75,1028,76,3,10,0,0,90,0
2017-01-15 23:00:00,264.08,1028,81,3.96,5,0,0,92,0
2017-01-16 0:00:00,263.81,1029,75,2,50,0,0,90,0
2017-01-16 1:00:00,263.43,1029,75,2,50,0,0,90,0
2017-01-16 2:00:00,266.76,1028,72,3.61,12,0,0,27,0
2017-01-16 3:00:00,265.99,1028,67,5,360,0,0,90,0
2017-01-16 4:00:00,265.81,1028,67,5,360,0,0,90,0
2017-01-16 5:00:00,266.27,1027,70,3.1,12,0,0,12,0
2017-01-16 6:00:00,265.97,1028,64,4,360,0,0,90,0
2017-01-16 7:00:00,265.94,1028,64,4,360,0,0,90,0
2017-01-16 8:00:00,261.74,1028,83,3.03,12,0,0,0,0
2017-01-16 9:00:00,262.08,1028,70,3,360,0,0,20,0
2017-01-16 10:00:00,260.45,1028,70,3,360,0,0,20,0
2017-01-16 11:00:00,259.37,1029,84,3.11,3,0,0,0,0
2017-01-16 12:00:00,260.33,1029,77,2,350,0,0,1,0
2017-01-16 13:00:00,260.46,1029,77,2,350,0,0,1,0
2017-01-16 14:00:00,259.59,1029,81,2.76,1,0,0,0,0
2017-01-16 15:00:00,260.07,1029,76,2,30,0,0,40,0
2017-01-16 16:00:00,260.3,1029,76,2,30,0,0,40,0
2017-01-16 17:00:00,258.7,1029,81,2.08,6,0,0,0,0
2017-01-16 18:00:00,258.52,1030,78,2,20,0,0,40,0
2017-01-16 19:00:00,258.42,1030,78,2,20,0,0,40,0
2017-01-16 20:00:00,256.04,1030,85,2.17,44,0,0,0,0
2017-01-16 21:00:00,255.29,1030,80,0,0,0,0,1,0
2017-01-16 22:00:00,255.03,1030,80,0,0,0,0,1,0
2017-01-16 23:00:00,255.7,1030,88,1.42,73,0,0,2,0
2017-01-17 0:00:00,255.88,1031,84,0,0,0,0,1,0
2017-01-17 1:00:00,255.93,1031,84,0,0,0,0,1,0
2017-01-17 2:00:00,260.48,1031,77,1.01,86,0,0,50,0
2017-01-17 3:00:00,260.49,1030,65,2,360,0,0,1,0
2017-01-17 4:00:00,260.23,1030,65,2,360,0,0,1,0
2017-01-17 5:00:00,260.72,1030,73,0.66,113,0,0,0,0
2017-01-17 6:00:00,261.45,1029,57,1,150,0,0,1,0
2017-01-17 7:00:00,261.07,1029,57,1,150,0,0,1,0
2017-01-17 8:00:00,257.7,1030,81,1.82,137,0,0,0,0
2017-01-17 9:00:00,257.58,1030,79,0,0,0,0,1,0
2017-01-17 10:00:00,256.61,1030,79,0,0,0,0,1,0
